v1	V(n002)	V(n003)
Step Information: Ln=100n Rnw=100n  (Run: 1/60)
9.338999999999977e-001	9.339000e-001	3.225092e+000
9.371999999999977e-001	9.372000e-001	3.224444e+000
9.404999999999977e-001	9.405000e-001	3.223792e+000
9.437999999999976e-001	9.438000e-001	3.223136e+000
9.470999999999976e-001	9.471000e-001	3.222476e+000
9.503999999999976e-001	9.504000e-001	3.221813e+000
9.536999999999976e-001	9.537000e-001	3.221145e+000
9.569999999999975e-001	9.570000e-001	3.220473e+000
9.602999999999975e-001	9.603000e-001	3.219797e+000
9.635999999999975e-001	9.636000e-001	3.219116e+000
9.668999999999974e-001	9.669000e-001	3.218432e+000
9.701999999999974e-001	9.702000e-001	3.217744e+000
9.734999999999974e-001	9.735000e-001	3.217051e+000
9.767999999999973e-001	9.768000e-001	3.216354e+000
9.800999999999973e-001	9.801000e-001	3.215653e+000
9.833999999999973e-001	9.834000e-001	3.214948e+000
9.866999999999973e-001	9.867000e-001	3.214238e+000
9.899999999999972e-001	9.900000e-001	3.213524e+000
9.932999999999972e-001	9.933000e-001	3.212806e+000
9.965999999999972e-001	9.966000e-001	3.212083e+000
9.998999999999971e-001	9.999000e-001	3.211356e+000
1.003199999999997e+000	1.003200e+000	3.210625e+000
1.006499999999997e+000	1.006500e+000	3.209889e+000
1.009799999999997e+000	1.009800e+000	3.209149e+000
1.013099999999997e+000	1.013100e+000	3.208405e+000
1.016399999999998e+000	1.016400e+000	3.207655e+000
1.019699999999998e+000	1.019700e+000	3.206902e+000
1.022999999999998e+000	1.023000e+000	3.206144e+000
1.026299999999998e+000	1.026300e+000	3.205381e+000
1.029599999999998e+000	1.029600e+000	3.204614e+000
1.032899999999998e+000	1.032900e+000	3.203842e+000
1.036199999999998e+000	1.036200e+000	3.203065e+000
1.039499999999998e+000	1.039500e+000	3.202284e+000
1.042799999999998e+000	1.042800e+000	3.201498e+000
1.046099999999998e+000	1.046100e+000	3.200708e+000
1.049399999999998e+000	1.049400e+000	3.199912e+000
1.052699999999998e+000	1.052700e+000	3.199112e+000
1.055999999999999e+000	1.056000e+000	3.198308e+000
1.059299999999999e+000	1.059300e+000	3.197498e+000
1.062599999999999e+000	1.062600e+000	3.196683e+000
1.065899999999999e+000	1.065900e+000	3.195864e+000
1.069199999999999e+000	1.069200e+000	3.195039e+000
1.072499999999999e+000	1.072500e+000	3.194210e+000
1.075799999999999e+000	1.075800e+000	3.193376e+000
1.079099999999999e+000	1.079100e+000	3.192536e+000
1.082399999999999e+000	1.082400e+000	3.191692e+000
1.085699999999999e+000	1.085700e+000	3.190843e+000
1.088999999999999e+000	1.089000e+000	3.189988e+000
1.092299999999999e+000	1.092300e+000	3.189129e+000
1.095600000000000e+000	1.095600e+000	3.188264e+000
1.098900000000000e+000	1.098900e+000	3.187394e+000
1.102200000000000e+000	1.102200e+000	3.186519e+000
1.105500000000000e+000	1.105500e+000	3.185639e+000
1.108800000000000e+000	1.108800e+000	3.184753e+000
1.112100000000000e+000	1.112100e+000	3.183862e+000
1.115400000000000e+000	1.115400e+000	3.182966e+000
1.118700000000000e+000	1.118700e+000	3.182065e+000
1.122000000000000e+000	1.122000e+000	3.181158e+000
1.125300000000000e+000	1.125300e+000	3.180245e+000
1.128600000000000e+000	1.128600e+000	3.179327e+000
1.131900000000000e+000	1.131900e+000	3.178404e+000
1.135200000000000e+000	1.135200e+000	3.177475e+000
1.138500000000001e+000	1.138500e+000	3.176540e+000
1.141800000000001e+000	1.141800e+000	3.175600e+000
1.145100000000001e+000	1.145100e+000	3.174654e+000
1.148400000000001e+000	1.148400e+000	3.173703e+000
1.151700000000001e+000	1.151700e+000	3.172746e+000
1.155000000000001e+000	1.155000e+000	3.171783e+000
1.158300000000001e+000	1.158300e+000	3.170815e+000
1.161600000000001e+000	1.161600e+000	3.169840e+000
1.164900000000001e+000	1.164900e+000	3.168860e+000
1.168200000000001e+000	1.168200e+000	3.167874e+000
1.171500000000001e+000	1.171500e+000	3.166881e+000
1.174800000000001e+000	1.174800e+000	3.165883e+000
1.178100000000002e+000	1.178100e+000	3.164879e+000
1.181400000000002e+000	1.181400e+000	3.163869e+000
1.184700000000002e+000	1.184700e+000	3.162853e+000
1.188000000000002e+000	1.188000e+000	3.161830e+000
1.191300000000002e+000	1.191300e+000	3.160802e+000
1.194600000000002e+000	1.194600e+000	3.159767e+000
1.197900000000002e+000	1.197900e+000	3.158726e+000
1.201200000000002e+000	1.201200e+000	3.157679e+000
1.204500000000002e+000	1.204500e+000	3.156625e+000
1.207800000000002e+000	1.207800e+000	3.155565e+000
1.211100000000002e+000	1.211100e+000	3.154498e+000
1.214400000000002e+000	1.214400e+000	3.153425e+000
1.217700000000002e+000	1.217700e+000	3.152346e+000
1.221000000000003e+000	1.221000e+000	3.151260e+000
1.224300000000003e+000	1.224300e+000	3.150167e+000
1.227600000000003e+000	1.227600e+000	3.149068e+000
1.230900000000003e+000	1.230900e+000	3.147962e+000
1.234200000000003e+000	1.234200e+000	3.146850e+000
1.237500000000003e+000	1.237500e+000	3.145730e+000
1.240800000000003e+000	1.240800e+000	3.144604e+000
1.244100000000003e+000	1.244100e+000	3.143471e+000
1.247400000000003e+000	1.247400e+000	3.142331e+000
1.250700000000003e+000	1.250700e+000	3.141184e+000
1.254000000000003e+000	1.254000e+000	3.140030e+000
1.257300000000003e+000	1.257300e+000	3.138869e+000
1.260600000000004e+000	1.260600e+000	3.137701e+000
1.263900000000004e+000	1.263900e+000	3.136525e+000
1.267200000000004e+000	1.267200e+000	3.135343e+000
1.270500000000004e+000	1.270500e+000	3.134153e+000
1.273800000000004e+000	1.273800e+000	3.132956e+000
1.277100000000004e+000	1.277100e+000	3.131751e+000
1.280400000000004e+000	1.280400e+000	3.130539e+000
1.283700000000004e+000	1.283700e+000	3.129319e+000
1.287000000000004e+000	1.287000e+000	3.128092e+000
1.290300000000004e+000	1.290300e+000	3.126858e+000
1.293600000000004e+000	1.293600e+000	3.125615e+000
1.296900000000004e+000	1.296900e+000	3.124365e+000
1.300200000000005e+000	1.300200e+000	3.123107e+000
1.303500000000005e+000	1.303500e+000	3.121842e+000
1.306800000000005e+000	1.306800e+000	3.120568e+000
1.310100000000005e+000	1.310100e+000	3.119287e+000
1.313400000000005e+000	1.313400e+000	3.117997e+000
1.316700000000005e+000	1.316700e+000	3.116700e+000
1.320000000000005e+000	1.320000e+000	3.115394e+000
1.323300000000005e+000	1.323300e+000	3.114080e+000
1.326600000000005e+000	1.326600e+000	3.112758e+000
1.329900000000005e+000	1.329900e+000	3.111427e+000
1.333200000000005e+000	1.333200e+000	3.110089e+000
1.336500000000005e+000	1.336500e+000	3.108741e+000
1.339800000000005e+000	1.339800e+000	3.107385e+000
1.343100000000006e+000	1.343100e+000	3.106021e+000
1.346400000000006e+000	1.346400e+000	3.104648e+000
1.349700000000006e+000	1.349700e+000	3.103266e+000
1.353000000000006e+000	1.353000e+000	3.101875e+000
1.356300000000006e+000	1.356300e+000	3.100476e+000
1.359600000000006e+000	1.359600e+000	3.099067e+000
1.362900000000006e+000	1.362900e+000	3.097650e+000
1.366200000000006e+000	1.366200e+000	3.096223e+000
1.369500000000006e+000	1.369500e+000	3.094788e+000
1.372800000000006e+000	1.372800e+000	3.093343e+000
1.376100000000006e+000	1.376100e+000	3.091888e+000
1.379400000000006e+000	1.379400e+000	3.090425e+000
1.382700000000007e+000	1.382700e+000	3.088952e+000
1.386000000000007e+000	1.386000e+000	3.087469e+000
1.389300000000007e+000	1.389300e+000	3.085977e+000
1.392600000000007e+000	1.392600e+000	3.084475e+000
1.395900000000007e+000	1.395900e+000	3.082963e+000
1.399200000000007e+000	1.399200e+000	3.081441e+000
1.402500000000007e+000	1.402500e+000	3.079910e+000
1.405800000000007e+000	1.405800e+000	3.078368e+000
1.409100000000007e+000	1.409100e+000	3.076816e+000
1.412400000000007e+000	1.412400e+000	3.075254e+000
1.415700000000007e+000	1.415700e+000	3.073682e+000
1.419000000000007e+000	1.419000e+000	3.072099e+000
1.422300000000007e+000	1.422300e+000	3.070506e+000
1.425600000000008e+000	1.425600e+000	3.068902e+000
1.428900000000008e+000	1.428900e+000	3.067287e+000
1.432200000000008e+000	1.432200e+000	3.065662e+000
1.435500000000008e+000	1.435500e+000	3.064026e+000
1.438800000000008e+000	1.438800e+000	3.062378e+000
1.442100000000008e+000	1.442100e+000	3.060720e+000
1.445400000000008e+000	1.445400e+000	3.059051e+000
1.448700000000008e+000	1.448700e+000	3.057370e+000
1.452000000000008e+000	1.452000e+000	3.055678e+000
1.455300000000008e+000	1.455300e+000	3.053974e+000
1.458600000000008e+000	1.458600e+000	3.052259e+000
1.461900000000008e+000	1.461900e+000	3.050532e+000
1.465200000000009e+000	1.465200e+000	3.048793e+000
1.468500000000009e+000	1.468500e+000	3.047042e+000
1.471800000000009e+000	1.471800e+000	3.045279e+000
1.475100000000009e+000	1.475100e+000	3.043504e+000
1.478400000000009e+000	1.478400e+000	3.041717e+000
1.481700000000009e+000	1.481700e+000	3.039917e+000
1.485000000000009e+000	1.485000e+000	3.038105e+000
1.488300000000009e+000	1.488300e+000	3.036280e+000
1.491600000000009e+000	1.491600e+000	3.034442e+000
1.494900000000009e+000	1.494900e+000	3.032592e+000
1.498200000000009e+000	1.498200e+000	3.030728e+000
1.501500000000009e+000	1.501500e+000	3.028851e+000
1.504800000000010e+000	1.504800e+000	3.026961e+000
1.508100000000010e+000	1.508100e+000	3.025057e+000
1.511400000000010e+000	1.511400e+000	3.023140e+000
1.514700000000010e+000	1.514700e+000	3.021209e+000
1.518000000000010e+000	1.518000e+000	3.019264e+000
1.521300000000010e+000	1.521300e+000	3.017305e+000
1.524600000000010e+000	1.524600e+000	3.015332e+000
1.527900000000010e+000	1.527900e+000	3.013345e+000
1.531200000000010e+000	1.531200e+000	3.011343e+000
1.534500000000010e+000	1.534500e+000	3.009327e+000
1.537800000000010e+000	1.537800e+000	3.007295e+000
1.541100000000010e+000	1.541100e+000	3.005249e+000
1.544400000000010e+000	1.544400e+000	3.003188e+000
1.547700000000011e+000	1.547700e+000	3.001111e+000
1.551000000000011e+000	1.551000e+000	2.999019e+000
1.554300000000011e+000	1.554300e+000	2.996912e+000
1.557600000000011e+000	1.557600e+000	2.994788e+000
1.560900000000011e+000	1.560900e+000	2.992649e+000
1.564200000000011e+000	1.564200e+000	2.990493e+000
1.567500000000011e+000	1.567500e+000	2.988321e+000
1.570800000000011e+000	1.570800e+000	2.986133e+000
1.574100000000011e+000	1.574100e+000	2.983928e+000
1.577400000000011e+000	1.577400e+000	2.981705e+000
1.580700000000011e+000	1.580700e+000	2.979466e+000
1.584000000000011e+000	1.584000e+000	2.977210e+000
1.587300000000012e+000	1.587300e+000	2.974936e+000
1.590600000000012e+000	1.590600e+000	2.972644e+000
1.593900000000012e+000	1.593900e+000	2.970334e+000
1.597200000000012e+000	1.597200e+000	2.968006e+000
1.600500000000012e+000	1.600500e+000	2.965659e+000
1.603800000000012e+000	1.603800e+000	2.963294e+000
1.607100000000012e+000	1.607100e+000	2.960910e+000
1.610400000000012e+000	1.610400e+000	2.958507e+000
1.613700000000012e+000	1.613700e+000	2.956084e+000
1.617000000000012e+000	1.617000e+000	2.953642e+000
1.620300000000012e+000	1.620300e+000	2.951180e+000
1.623600000000012e+000	1.623600e+000	2.948698e+000
1.626900000000012e+000	1.626900e+000	2.946196e+000
1.630200000000013e+000	1.630200e+000	2.943673e+000
1.633500000000013e+000	1.633500e+000	2.941129e+000
1.636800000000013e+000	1.636800e+000	2.938563e+000
1.640100000000013e+000	1.640100e+000	2.935977e+000
1.643400000000013e+000	1.643400e+000	2.933368e+000
1.646700000000013e+000	1.646700e+000	2.930737e+000
1.650000000000013e+000	1.650000e+000	2.928084e+000
1.653300000000013e+000	1.653300e+000	2.925409e+000
1.656600000000013e+000	1.656600e+000	2.922710e+000
1.659900000000013e+000	1.659900e+000	2.919987e+000
1.663200000000013e+000	1.663200e+000	2.917242e+000
1.666500000000013e+000	1.666500e+000	2.914471e+000
1.669800000000014e+000	1.669800e+000	2.911677e+000
1.673100000000014e+000	1.673100e+000	2.908858e+000
1.676400000000014e+000	1.676400e+000	2.906014e+000
1.679700000000014e+000	1.679700e+000	2.903144e+000
1.683000000000014e+000	1.683000e+000	2.900248e+000
1.686300000000014e+000	1.686300e+000	2.897326e+000
1.689600000000014e+000	1.689600e+000	2.894377e+000
1.692900000000014e+000	1.692900e+000	2.891402e+000
1.696200000000014e+000	1.696200e+000	2.888398e+000
1.699500000000014e+000	1.699500e+000	2.885367e+000
1.702800000000014e+000	1.702800e+000	2.882307e+000
1.706100000000014e+000	1.706100e+000	2.879218e+000
1.709400000000015e+000	1.709400e+000	2.876100e+000
1.712700000000015e+000	1.712700e+000	2.872952e+000
1.716000000000015e+000	1.716000e+000	2.869773e+000
1.719300000000015e+000	1.719300e+000	2.866564e+000
1.722600000000015e+000	1.722600e+000	2.863323e+000
1.725900000000015e+000	1.725900e+000	2.860051e+000
1.729200000000015e+000	1.729200e+000	2.856746e+000
1.732500000000015e+000	1.732500e+000	2.853407e+000
1.735800000000015e+000	1.735800e+000	2.850035e+000
1.739100000000015e+000	1.739100e+000	2.846629e+000
1.742400000000015e+000	1.742400e+000	2.843188e+000
1.745700000000015e+000	1.745700e+000	2.839711e+000
1.749000000000015e+000	1.749000e+000	2.836198e+000
1.752300000000016e+000	1.752300e+000	2.832649e+000
1.755600000000016e+000	1.755600e+000	2.829061e+000
1.758900000000016e+000	1.758900e+000	2.825435e+000
1.762200000000016e+000	1.762200e+000	2.821770e+000
1.765500000000016e+000	1.765500e+000	2.818065e+000
1.768800000000016e+000	1.768800e+000	2.814320e+000
1.772100000000016e+000	1.772100e+000	2.810533e+000
1.775400000000016e+000	1.775400e+000	2.806703e+000
1.778700000000016e+000	1.778700e+000	2.802831e+000
1.782000000000016e+000	1.782000e+000	2.798914e+000
1.785300000000016e+000	1.785300e+000	2.794952e+000
1.788600000000016e+000	1.788600e+000	2.790944e+000
1.791900000000017e+000	1.791900e+000	2.786889e+000
1.795200000000017e+000	1.795200e+000	2.782786e+000
1.798500000000017e+000	1.798500e+000	2.778633e+000
1.801800000000017e+000	1.801800e+000	2.774430e+000
1.805100000000017e+000	1.805100e+000	2.770176e+000
1.808400000000017e+000	1.808400e+000	2.765868e+000
1.811700000000017e+000	1.811700e+000	2.761507e+000
1.815000000000017e+000	1.815000e+000	2.757091e+000
1.818300000000017e+000	1.818300e+000	2.752617e+000
1.821600000000017e+000	1.821600e+000	2.748085e+000
1.824900000000017e+000	1.824900e+000	2.743494e+000
1.828200000000017e+000	1.828200e+000	2.738842e+000
1.831500000000017e+000	1.831500e+000	2.734127e+000
1.834800000000018e+000	1.834800e+000	2.729347e+000
1.838100000000018e+000	1.838100e+000	2.724501e+000
1.841400000000018e+000	1.841400e+000	2.719587e+000
1.844700000000018e+000	1.844700e+000	2.714602e+000
1.848000000000018e+000	1.848000e+000	2.709546e+000
1.851300000000018e+000	1.851300e+000	2.704416e+000
1.854600000000018e+000	1.854600e+000	2.699209e+000
1.857900000000018e+000	1.857900e+000	2.693923e+000
1.861200000000018e+000	1.861200e+000	2.688556e+000
1.864500000000018e+000	1.864500e+000	2.683106e+000
1.867800000000018e+000	1.867800e+000	2.677569e+000
1.871100000000018e+000	1.871100e+000	2.671942e+000
1.874400000000019e+000	1.874400e+000	2.666224e+000
1.877700000000019e+000	1.877700e+000	2.660409e+000
1.881000000000019e+000	1.881000e+000	2.654496e+000
1.884300000000019e+000	1.884300e+000	2.648480e+000
1.887600000000019e+000	1.887600e+000	2.642358e+000
1.890900000000019e+000	1.890900e+000	2.636126e+000
1.894200000000019e+000	1.894200e+000	2.629779e+000
1.897500000000019e+000	1.897500e+000	2.623312e+000
1.900800000000019e+000	1.900800e+000	2.616722e+000
1.904100000000019e+000	1.904100e+000	2.610002e+000
1.907400000000019e+000	1.907400e+000	2.603148e+000
1.910700000000019e+000	1.910700e+000	2.596152e+000
1.914000000000020e+000	1.914000e+000	2.589009e+000
1.917300000000020e+000	1.917300e+000	2.581712e+000
1.920600000000020e+000	1.920600e+000	2.574253e+000
1.923900000000020e+000	1.923900e+000	2.566624e+000
1.927200000000020e+000	1.927200e+000	2.558817e+000
1.930500000000020e+000	1.930500e+000	2.550821e+000
1.933800000000020e+000	1.933800e+000	2.542626e+000
1.937100000000020e+000	1.937100e+000	2.534221e+000
1.940400000000020e+000	1.940400e+000	2.525593e+000
1.943700000000020e+000	1.943700e+000	2.516728e+000
1.947000000000020e+000	1.947000e+000	2.507611e+000
1.950300000000020e+000	1.950300e+000	2.498225e+000
1.953600000000020e+000	1.953600e+000	2.488550e+000
1.956900000000021e+000	1.956900e+000	2.478565e+000
1.960200000000021e+000	1.960200e+000	2.468246e+000
1.963500000000021e+000	1.963500e+000	2.457564e+000
1.966800000000021e+000	1.966800e+000	2.446489e+000
1.970100000000021e+000	1.970100e+000	2.434983e+000
1.973400000000021e+000	1.973400e+000	2.423005e+000
1.976700000000021e+000	1.976700e+000	2.410504e+000
1.980000000000021e+000	1.980000e+000	2.397421e+000
1.983300000000021e+000	1.983300e+000	2.383684e+000
1.986600000000021e+000	1.986600e+000	2.369207e+000
1.989900000000021e+000	1.989900e+000	2.353880e+000
1.993200000000021e+000	1.993200e+000	2.337567e+000
1.996500000000022e+000	1.996500e+000	2.320087e+000
1.999800000000022e+000	1.999800e+000	2.301200e+000
2.003100000000022e+000	2.003100e+000	2.280568e+000
2.006400000000022e+000	2.006400e+000	2.257695e+000
2.009700000000021e+000	2.009700e+000	2.231793e+000
2.013000000000021e+000	2.013000e+000	2.201469e+000
2.016300000000021e+000	2.016300e+000	2.163790e+000
2.019600000000021e+000	2.019600e+000	2.109989e+000
2.022900000000021e+000	2.022900e+000	1.900732e+000
2.026200000000021e+000	2.026200e+000	1.803920e+000
2.029500000000021e+000	2.029500e+000	1.738889e+000
2.032800000000020e+000	2.032800e+000	1.689255e+000
2.036100000000020e+000	2.036100e+000	1.646053e+000
2.039400000000020e+000	2.039400e+000	1.607666e+000
2.042700000000020e+000	2.042700e+000	1.572989e+000
2.046000000000020e+000	2.046000e+000	1.541189e+000
2.049300000000020e+000	2.049300e+000	1.511704e+000
2.052600000000020e+000	2.052600e+000	1.484134e+000
2.055900000000019e+000	2.055900e+000	1.458183e+000
2.059200000000019e+000	2.059200e+000	1.433625e+000
2.062500000000019e+000	2.062500e+000	1.410279e+000
2.065800000000019e+000	2.065800e+000	1.388005e+000
2.069100000000019e+000	2.069100e+000	1.366684e+000
2.072400000000019e+000	2.072400e+000	1.346220e+000
2.075700000000019e+000	2.075700e+000	1.326531e+000
2.079000000000018e+000	2.079000e+000	1.307548e+000
2.082300000000018e+000	2.082300e+000	1.289211e+000
2.085600000000018e+000	2.085600e+000	1.271469e+000
2.088900000000018e+000	2.088900e+000	1.254277e+000
2.092200000000018e+000	2.092200e+000	1.237596e+000
2.095500000000018e+000	2.095500e+000	1.221389e+000
2.098800000000018e+000	2.098800e+000	1.205627e+000
2.102100000000017e+000	2.102100e+000	1.190281e+000
2.105400000000017e+000	2.105400e+000	1.175327e+000
2.108700000000017e+000	2.108700e+000	1.160741e+000
2.112000000000017e+000	2.112000e+000	1.146503e+000
2.115300000000017e+000	2.115300e+000	1.132595e+000
2.118600000000017e+000	2.118600e+000	1.119000e+000
2.121900000000017e+000	2.121900e+000	1.105701e+000
2.125200000000016e+000	2.125200e+000	1.092685e+000
2.128500000000016e+000	2.128500e+000	1.079939e+000
2.131800000000016e+000	2.131800e+000	1.067449e+000
2.135100000000016e+000	2.135100e+000	1.055206e+000
2.138400000000016e+000	2.138400e+000	1.043198e+000
2.141700000000016e+000	2.141700e+000	1.031416e+000
2.145000000000016e+000	2.145000e+000	1.019850e+000
2.148300000000015e+000	2.148300e+000	1.008493e+000
2.151600000000015e+000	2.151600e+000	9.973359e-001
2.154900000000015e+000	2.154900e+000	9.863717e-001
2.158200000000015e+000	2.158200e+000	9.755933e-001
2.161500000000015e+000	2.161500e+000	9.649943e-001
2.164800000000015e+000	2.164800e+000	9.545683e-001
2.168100000000015e+000	2.168100e+000	9.443096e-001
2.171400000000014e+000	2.171400e+000	9.342127e-001
2.174700000000014e+000	2.174700e+000	9.242724e-001
2.178000000000014e+000	2.178000e+000	9.144838e-001
2.181300000000014e+000	2.181300e+000	9.048421e-001
2.184600000000014e+000	2.184600e+000	8.953430e-001
2.187900000000014e+000	2.187900e+000	8.859823e-001
2.191200000000014e+000	2.191200e+000	8.767560e-001
2.194500000000013e+000	2.194500e+000	8.676602e-001
2.197800000000013e+000	2.197800e+000	8.586913e-001
2.201100000000013e+000	2.201100e+000	8.498460e-001
2.204400000000013e+000	2.204400e+000	8.411208e-001
2.207700000000013e+000	2.207700e+000	8.325126e-001
2.211000000000013e+000	2.211000e+000	8.240185e-001
2.214300000000013e+000	2.214300e+000	8.156355e-001
2.217600000000013e+000	2.217600e+000	8.073608e-001
2.220900000000012e+000	2.220900e+000	7.991919e-001
2.224200000000012e+000	2.224200e+000	7.911261e-001
2.227500000000012e+000	2.227500e+000	7.831611e-001
2.230800000000012e+000	2.230800e+000	7.752945e-001
2.234100000000012e+000	2.234100e+000	7.675241e-001
2.237400000000012e+000	2.237400e+000	7.598476e-001
2.240700000000012e+000	2.240700e+000	7.522631e-001
2.244000000000011e+000	2.244000e+000	7.447685e-001
2.247300000000011e+000	2.247300e+000	7.373618e-001
2.250600000000011e+000	2.250600e+000	7.300414e-001
2.253900000000011e+000	2.253900e+000	7.228052e-001
2.257200000000011e+000	2.257200e+000	7.156516e-001
2.260500000000011e+000	2.260500e+000	7.085790e-001
2.263800000000011e+000	2.263800e+000	7.015857e-001
2.267100000000010e+000	2.267100e+000	6.946702e-001
2.270400000000010e+000	2.270400e+000	6.878309e-001
2.273700000000010e+000	2.273700e+000	6.810665e-001
2.277000000000010e+000	2.277000e+000	6.743754e-001
2.280300000000010e+000	2.280300e+000	6.677564e-001
2.283600000000010e+000	2.283600e+000	6.612081e-001
2.286900000000010e+000	2.286900e+000	6.547292e-001
2.290200000000009e+000	2.290200e+000	6.483185e-001
2.293500000000009e+000	2.293500e+000	6.419747e-001
2.296800000000009e+000	2.296800e+000	6.356969e-001
2.300100000000009e+000	2.300100e+000	6.294836e-001
2.303400000000009e+000	2.303400e+000	6.233341e-001
2.306700000000009e+000	2.306700e+000	6.172469e-001
2.310000000000009e+000	2.310000e+000	6.112213e-001
2.313300000000008e+000	2.313300e+000	6.052562e-001
2.316600000000008e+000	2.316600e+000	5.993506e-001
2.319900000000008e+000	2.319900e+000	5.935035e-001
2.323200000000008e+000	2.323200e+000	5.877140e-001
2.326500000000008e+000	2.326500e+000	5.819813e-001
2.329800000000008e+000	2.329800e+000	5.763044e-001
2.333100000000008e+000	2.333100e+000	5.706825e-001
2.336400000000007e+000	2.336400e+000	5.651147e-001
2.339700000000007e+000	2.339700e+000	5.596004e-001
2.343000000000007e+000	2.343000e+000	5.541385e-001
2.346300000000007e+000	2.346300e+000	5.487285e-001
2.349600000000007e+000	2.349600e+000	5.433695e-001
2.352900000000007e+000	2.352900e+000	5.380608e-001
2.356200000000007e+000	2.356200e+000	5.328017e-001
2.359500000000006e+000	2.359500e+000	5.275916e-001
2.362800000000006e+000	2.362800e+000	5.224296e-001
2.366100000000006e+000	2.366100e+000	5.173153e-001
2.369400000000006e+000	2.369400e+000	5.122478e-001
2.372700000000006e+000	2.372700e+000	5.072266e-001
2.376000000000006e+000	2.376000e+000	5.022511e-001
2.379300000000006e+000	2.379300e+000	4.973207e-001
2.382600000000005e+000	2.382600e+000	4.924347e-001
2.385900000000005e+000	2.385900e+000	4.875927e-001
2.389200000000005e+000	2.389200e+000	4.827940e-001
2.392500000000005e+000	2.392500e+000	4.780381e-001
2.395800000000005e+000	2.395800e+000	4.733244e-001
2.399100000000005e+000	2.399100e+000	4.686525e-001
2.402400000000005e+000	2.402400e+000	4.640218e-001
2.405700000000004e+000	2.405700e+000	4.594318e-001
2.409000000000004e+000	2.409000e+000	4.548820e-001
2.412300000000004e+000	2.412300e+000	4.503719e-001
2.415600000000004e+000	2.415600e+000	4.459011e-001
2.418900000000004e+000	2.418900e+000	4.414691e-001
2.422200000000004e+000	2.422200e+000	4.370754e-001
2.425500000000004e+000	2.425500e+000	4.327197e-001
2.428800000000003e+000	2.428800e+000	4.284014e-001
2.432100000000003e+000	2.432100e+000	4.241201e-001
2.435400000000003e+000	2.435400e+000	4.198755e-001
2.438700000000003e+000	2.438700e+000	4.156671e-001
2.442000000000003e+000	2.442000e+000	4.114945e-001
2.445300000000003e+000	2.445300e+000	4.073572e-001
2.448600000000003e+000	2.448600e+000	4.032551e-001
2.451900000000002e+000	2.451900e+000	3.991876e-001
2.455200000000002e+000	2.455200e+000	3.951543e-001
2.458500000000002e+000	2.458500e+000	3.911550e-001
2.461800000000002e+000	2.461800e+000	3.871892e-001
2.465100000000002e+000	2.465100e+000	3.832566e-001
2.468400000000002e+000	2.468400e+000	3.793570e-001
2.471700000000002e+000	2.471700e+000	3.754897e-001
2.475000000000001e+000	2.475000e+000	3.716547e-001
2.478300000000001e+000	2.478300e+000	3.678516e-001
2.481600000000001e+000	2.481600e+000	3.640800e-001
2.484900000000001e+000	2.484900e+000	3.603396e-001
2.488200000000001e+000	2.488200e+000	3.566302e-001
2.491500000000001e+000	2.491500e+000	3.529513e-001
2.494800000000001e+000	2.494800e+000	3.493028e-001
2.498100000000000e+000	2.498100e+000	3.456843e-001
2.501400000000000e+000	2.501400e+000	3.420956e-001
2.504700000000000e+000	2.504700e+000	3.385362e-001
2.508000000000000e+000	2.508000e+000	3.350061e-001
2.511300000000000e+000	2.511300e+000	3.315048e-001
2.514600000000000e+000	2.514600e+000	3.280322e-001
2.517900000000000e+000	2.517900e+000	3.245879e-001
2.521199999999999e+000	2.521200e+000	3.211717e-001
2.524499999999999e+000	2.524500e+000	3.177834e-001
2.527799999999999e+000	2.527800e+000	3.144226e-001
2.531099999999999e+000	2.531100e+000	3.110892e-001
2.534399999999999e+000	2.534400e+000	3.077829e-001
2.537699999999999e+000	2.537700e+000	3.045035e-001
2.540999999999999e+000	2.541000e+000	3.012506e-001
2.544299999999999e+000	2.544300e+000	2.980242e-001
2.547599999999998e+000	2.547600e+000	2.948239e-001
2.550899999999998e+000	2.550900e+000	2.916496e-001
2.554199999999998e+000	2.554200e+000	2.885010e-001
2.557499999999998e+000	2.557500e+000	2.853778e-001
2.560799999999998e+000	2.560800e+000	2.822799e-001
2.564099999999998e+000	2.564100e+000	2.792071e-001
2.567399999999998e+000	2.567400e+000	2.761592e-001
2.570699999999997e+000	2.570700e+000	2.731359e-001
2.573999999999997e+000	2.574000e+000	2.701370e-001
2.577299999999997e+000	2.577300e+000	2.671624e-001
2.580599999999997e+000	2.580600e+000	2.642118e-001
2.583899999999997e+000	2.583900e+000	2.612851e-001
2.587199999999997e+000	2.587200e+000	2.583821e-001
2.590499999999997e+000	2.590500e+000	2.555025e-001
2.593799999999996e+000	2.593800e+000	2.526462e-001
2.597099999999996e+000	2.597100e+000	2.498131e-001
2.600399999999996e+000	2.600400e+000	2.470028e-001
2.603699999999996e+000	2.603700e+000	2.442153e-001
2.606999999999996e+000	2.607000e+000	2.414504e-001
2.610299999999996e+000	2.610300e+000	2.387078e-001
2.613599999999996e+000	2.613600e+000	2.359875e-001
2.616899999999995e+000	2.616900e+000	2.332893e-001
2.620199999999995e+000	2.620200e+000	2.306129e-001
2.623499999999995e+000	2.623500e+000	2.279583e-001
2.626799999999995e+000	2.626800e+000	2.253252e-001
2.630099999999995e+000	2.630100e+000	2.227135e-001
2.633399999999995e+000	2.633400e+000	2.201231e-001
